chr	start	end	length	nCG	meanMethy1	meanMethy2	diff.Methy	areaStat
chr5	30113458	30113670	213	4	0.421390234088295	0.867960245175398	-0.446570011087103	-12.1580246413854
chr13	57377435	57377682	248	4	0.887446463093139	0.520387464417862	0.367058998675277	12.1575340306818
chrX	74870974	74871148	175	4	0.336762813484091	0.796068134025169	-0.459305320541078	-12.1538252258167
chr16	76182549	76182736	188	4	0.954543009731089	0.581572272608357	0.372970737122733	12.1522632856116
chr13	66512331	66512556	226	4	0.574013145223723	0.913800834828692	-0.339787689604969	-12.151274193386
chr5	45455686	45455804	119	4	0.505363894550348	0.934371663967561	-0.429007769417213	-12.1496659805409
chr8	58247702	58247911	210	4	0.519897012559038	0.875734574418625	-0.355837561859587	-12.1472898646579
chr4	126528746	126528945	200	4	0.787472812591153	0.390567872077712	0.396904940513442	12.1448271879902
chr10	55974445	55974642	198	4	0.610097577111892	0.935821833803132	-0.325724256691241	-12.1366568930674
chr8	69574635	69574869	235	4	0.534593248200426	0.920952675132469	-0.386359426932043	-12.1361600155046
chr4	164609825	164609999	175	4	0.865087686766616	0.436859909329247	0.42822777743737	12.1289029469007
chr17	15465969	15466093	125	4	0.376523021922506	0.71813042524484	-0.341607403322334	-12.1230331081502
chr17	68977430	68977505	76	4	0.648993176148739	0.98008885160452	-0.331095675455782	-12.122342956778
chr12	117115446	117115564	119	4	0.865815838327378	0.478182253860696	0.387633584466683	12.1186541248362
chr1	175296882	175297041	160	4	0.279492525376887	0.653810476741735	-0.374317951364849	-12.1176402748743
chr14	99283106	99283235	130	4	0.906433039883306	0.540548187489209	0.365884852394097	12.11597593187
chrX	97400704	97400916	213	4	0.746633076566031	0.386119241591208	0.360513834974823	12.1159182504963
chr16	8537084	8537800	717	5	0.708204307456013	0.341593534861305	0.366610772594708	12.1127000200682
chrX	119174482	119174667	186	4	0.423464179954138	0.865761755472852	-0.442297575518714	-12.1095271725274
chr15	33461650	33462204	555	6	0.475913034631927	0.2343781845458	0.241534850086127	12.1093063417799
chrX	31611025	31611469	445	4	0.66375253967018	0.97726762719563	-0.31351508752545	-12.1084364511112
chr13	99959606	99959774	169	4	0.357092100502547	0.792558847019533	-0.435466746516986	-12.0998935983627
chr9	105254920	105255021	102	4	0.222167556653044	0.666548450480927	-0.444380893827883	-12.0949358222988
chr9	47163854	47164398	545	7	0.525568357170119	0.853994822641673	-0.328426465471555	-12.0920111680764
chr4	113642417	113642763	347	4	0.230464517893012	0.638839433218806	-0.408374915325795	-12.0874591614976
chrX	154044278	154044370	93	4	0.646560598668365	0.210996277455252	0.435564321213113	12.0742596335608
chr16	32292824	32292954	131	4	0.491028838399419	0.889370323732267	-0.398341485332848	-12.0727439156303
chr14	25873944	25874340	397	4	0.475711998504409	0.863621441462912	-0.387909442958503	-12.0713517100585
chr10	37161134	37161370	237	4	0.359270709251317	0.726537665372691	-0.367266956121374	-12.0692744778159
chrX	125320523	125320686	164	4	0.937289015216864	0.627952640584504	0.309336374632361	12.0673818620076
chr11	55559901	55560124	224	4	0.561292600954298	0.963655840868006	-0.402363239913708	-12.0623097898839
chr15	53660457	53660923	467	4	0.766815094961411	0.333360972617314	0.433454122344097	12.0611195411884
chr1	191199472	191199861	390	4	0.767714167851486	0.477796734748054	0.289917433103432	12.0610335064817
chr5	28869240	28869707	468	4	0.944381446615598	0.447789257526099	0.496592189089499	12.060783780241
chr4	179696160	179696460	301	4	0.498308459483382	0.114763261967826	0.383545197515557	12.0559896569792
chr13	87643506	87645703	2198	4	0.851384164907438	0.464713541602007	0.386670623305432	12.0522970961387
chr19	29164797	29164961	165	4	0.93509491129846	0.602796772298504	0.332298138999956	12.0462702265654
chr3	2332382	2332599	218	4	0.353344717219841	0.767176175898787	-0.413831458678946	-12.0450204946557
chr9	12884435	12884542	108	4	0.939195647954217	0.564619273280725	0.374576374673492	12.041224431438
chr11	90272861	90273028	168	4	0.975258377677102	0.681640937433563	0.293617440243538	12.0406496549269
chr12	129535003	129535056	54	4	0.799954742026369	0.372586501187106	0.427368240839263	12.0390106680808
chr18	64787066	64787241	176	4	0.458759598532486	0.862762296230902	-0.404002697698416	-12.0366642607303
chrX	130880067	130880225	159	4	0.17648833902395	0.577617638958275	-0.401129299934326	-12.0360438126463
chr19	57403885	57404108	224	4	0.858078677517002	0.479824462450556	0.378254215066445	12.0354359064203
chrX	139684044	139684171	128	4	0.580582136236237	0.967716755264055	-0.387134619027818	-12.0343212900167
chr9	25141463	25141727	265	4	0.328140858200433	0.728330471309346	-0.400189613108913	-12.034202680216
chr19	29270770	29270978	209	4	0.448371090423367	0.86472069409469	-0.416349603671323	-12.032505838548
chr1	171112150	171112401	252	4	0.129369236907705	0.480361247417712	-0.350992010510007	-12.0324525248985
chrX	113940674	113941664	991	4	0.971624963946519	0.561573346344069	0.41005161760245	12.03116019405
chr1	66137058	66137240	183	4	0.907131387531506	0.489111275838977	0.418020111692528	12.0302046812013
chrX	75166371	75167330	960	4	0.533029812339675	0.110061370494019	0.422968441845656	12.0287134536462
chrX	56533454	56533600	147	4	0.317129028203631	0.774651169968038	-0.457522141764407	-12.0275445911485
chr2	131398133	131398218	86	5	0.213816250373913	0.544654512611462	-0.330838262237548	-12.0174440072784
chr1	160623835	160624225	391	4	0.788779553425892	0.424837191392549	0.363942362033342	12.0146480295705
chr1	95899623	95899917	295	4	0.858429339375757	0.471439744430364	0.386989594945392	12.0098873737956
chr16	17804577	17804638	62	4	0.396597718636374	0.790283866650487	-0.393686148014112	-12.0052365634793
chr2	1838624	1838789	166	4	0.872887389223153	0.552443335111617	0.320444054111535	12.0046048684256
chr16	21404499	21404593	95	4	0.433920488848772	0.951570238989229	-0.517649750140457	-12.00177218998
chr8	84746895	84747945	1051	4	0.925042017249293	0.417923580690691	0.507118436558602	11.9971757014896
chrX	140534278	140534593	316	4	0.943888343592368	0.631478377127864	0.312409966464504	11.9954499880857
chr18	49343252	49343493	242	4	0.700735391844651	0.259972899795574	0.440762492049077	11.9939404868816
chr3	779205	779834	630	4	0.404167957265443	0.82196412231515	-0.417796165049707	-11.993785884771
chr4	108596958	108597183	226	4	0.986231587186153	0.735940255844622	0.250291331341531	11.9931859890181
chr7	124367246	124367480	235	4	0.472378884777555	0.84305693169722	-0.370678046919665	-11.99288976021
chr3	180593197	180593945	749	4	0.856095150872081	0.503337621078149	0.352757529793931	11.9903974687006
chr7	93526223	93526588	366	4	0.841103851870749	0.483743068334308	0.357360783536441	11.9808032898677
chr13	67529894	67530052	159	4	0.533957713738888	0.879002800205943	-0.345045086467055	-11.9767411345529
chr1	99064469	99065759	1291	4	0.252553088144827	0.644809084827217	-0.392255996682389	-11.9765983136501
chr1	157313292	157313599	308	4	0.211750053279893	0.640379804616177	-0.428629751336284	-11.9737367526946
chr9	83379283	83379382	100	4	0.425066104828774	0.858987272397183	-0.433921167568408	-11.9649489324516
chrX	32498754	32498843	90	4	0.930655721696908	0.45830634936647	0.472349372330438	11.9634092631825
chr22	31277007	31277128	122	4	0.682312946742744	0.966036593225519	-0.283723646482775	-11.9631561689413
chr1	192190533	192190752	220	4	0.373390961202676	0.73234641566976	-0.358955454467084	-11.9631085288525
chr14	48543610	48543904	295	4	0.504221839064547	0.868086430439564	-0.363864591375016	-11.9608642781293
chr16	31718386	31718508	123	4	0.971865439626475	0.681151806190567	0.290713633435908	11.9607157286019
chr5	166608464	166608610	147	5	0.406622196790205	0.768168084831428	-0.361545888041223	-11.9595869901248
chr7	121921567	121921806	240	4	0.973154502635698	0.591965494072737	0.381189008562961	11.9543385555162
chr1	16361915	16362078	164	5	0.184994352744356	0.614410754304776	-0.429416401560421	-11.9507467945637
chr4	31520626	31521078	453	4	0.470712725352619	0.817702556755398	-0.346989831402778	-11.9462180039063
chr18	62552134	62552280	147	4	0.456851387137819	0.827966593822074	-0.371115206684256	-11.9454803560169
chr5	51842925	51843332	408	4	0.207279783224192	0.610561723630199	-0.403281940406007	-11.9439444071736
chr15	60115790	60116712	923	4	0.969158429601607	0.620596491970693	0.348561937630913	11.9392854039193
chr2	115691359	115691592	234	4	0.382678788448193	0.802019066224067	-0.419340277775874	-11.9284672569118
chr2	116908823	116909433	611	4	0.821650227805431	0.420452165618477	0.401198062186953	11.925501455093
chr9	118071107	118071329	223	4	0.948666860702876	0.59068709097826	0.357979769724615	11.9254553212437
chr15	55205318	55205389	72	4	0.615996953840485	0.967716755383234	-0.35171980154275	-11.9246963881352
chrX	46325272	46325812	541	4	0.589206822890716	0.908988147059372	-0.319781324168655	-11.9239738909743
chr5	162934834	162934898	65	4	0.930655722072795	0.463747929726063	0.466907792346732	11.9172295726195
chr10	34320165	34320294	130	4	0.972187130288339	0.667367622247512	0.304819508040827	11.8937019938675
chr3	5441250	5441858	609	4	0.191750799459406	0.548716136436016	-0.356965336976611	-11.89113330787
chr1	20747489	20747696	208	4	0.939327834148043	0.595018056220244	0.344309777927799	11.8897886012139
chr3	96899708	96899904	197	4	0.848709911041843	0.500288096123421	0.348421814918422	11.8885799026586
chr13	70617582	70618359	778	4	0.609768527186183	0.214036317487945	0.395732209698238	11.8882475147468
chr1	218427412	218427716	305	4	0.434013289953845	0.831507812162186	-0.397494522208341	-11.887195036931
chrX	29374360	29374444	85	4	0.477411026662246	0.898414721652936	-0.42100369499069	-11.8835880731034
chr5	51872211	51872713	503	4	0.346862155580884	0.773575862652125	-0.426713707071242	-11.8821377004706
chr2	228538976	228539169	194	4	0.809617179692904	0.454990941413359	0.354626238279545	11.8804138648288
chr10	73694211	73694336	126	4	0.93647251792417	0.612832102326465	0.323640415597704	11.8786312006187
chr5	173632799	173633018	220	4	0.291384697233686	0.672199237653716	-0.38081454042003	-11.8705556402891
chr9	124892485	124892825	341	4	0.530266176651309	0.906135920310088	-0.375869743658779	-11.8676521531236
chr10	110309895	110309983	89	4	0.905435843416702	0.474480469266907	0.430955374149795	11.8662648723184
chr12	85152040	85152300	261	4	0.526300483008091	0.894651419777163	-0.368350936769072	-11.8646875982255
chr9	43537163	43537270	108	4	0.368427605229989	0.858315452088887	-0.489887846858898	-11.8545142820941
chr8	138163909	138164014	106	4	0.836648741941764	0.374541456103434	0.46210728583833	11.8526239145421
chr8	115245238	115246041	804	4	0.236540012735093	0.590376325393051	-0.353836312657958	-11.8514821953987
chr4	60143804	60144483	680	4	0.404710480234521	0.855220889627521	-0.450510409393	-11.8424002655792
chr5	170250709	170250851	143	4	0.266145203502947	0.681931627877097	-0.41578642437415	-11.8422288759214
chr9	8279465	8280125	661	4	0.846336827207538	0.451944655563469	0.394392171644069	11.8420132161506
chr6	100115996	100116091	96	4	0.170704691533342	0.543682699766884	-0.372978008233542	-11.8405754629925
chr11	16164993	16165337	345	4	0.717953305202714	0.318417791372082	0.399535513830632	11.8380662568347
chr22	17168352	17168434	83	4	0.92668272578937	0.584095208371546	0.342587517417824	11.8339737477282
chr4	135205164	135205299	136	4	0.426655625111305	0.84388972749207	-0.417234102380766	-11.8332942117977
chr1	237188305	237188372	68	5	0.82353578435157	0.441536476339984	0.381999308011586	11.8317060145748
chr8	59606789	59606974	186	4	0.958835002744631	0.630539946087382	0.328295056657249	11.8296280418957
chr11	60017349	60017561	213	4	0.97257325150255	0.658590375093594	0.313982876408957	11.8231959105803
chr3	166306381	166306616	236	4	0.780497043190385	0.41511993678999	0.365377106400395	11.8189379609346
chr2	107669305	107669498	194	4	0.579910953706355	0.913658478271774	-0.333747524565419	-11.8142324879228
chr10	19559920	19560127	208	4	0.544628599948923	0.121478294568494	0.423150305380429	11.8049529987171
chr2	183424896	183425059	164	4	0.96117375804932	0.524934851041283	0.436238907008037	11.8045141614727
chr11	105309377	105310821	1445	4	0.848010728546313	0.434628129458892	0.413382599087421	11.8001078464147
chr8	77313192	77313494	303	4	0.650255473279762	0.958616687600132	-0.308361214320369	-11.7986552402813
chr8	113270090	113270308	219	4	0.929571013791714	0.603249842319939	0.326321171471775	11.7970424093333
chr8	94077225	94078671	1447	4	0.530010336445932	0.900936761438939	-0.370926424993006	-11.7964141823239
chr5	31196243	31196588	346	4	0.703104782020752	0.345486999081905	0.357617782938847	11.7918841850451
chr7	110200760	110200891	132	4	0.376835776848693	0.84009033856893	-0.463254561720237	-11.7896920172825
chr14	46763643	46766651	3009	6	0.777288351376015	0.525221482960315	0.252066868415699	11.7883130697376
chr21	24685940	24686239	300	4	0.130631077427146	0.513182478583751	-0.382551401156605	-11.7828388256672
chr20	19736060	19736111	52	4	0.504623832412764	0.904847908491977	-0.400224076079214	-11.7816294166379
chr5	68941715	68941813	99	5	0.917949166132726	0.529334928450538	0.388614237682188	11.780156924841
chr8	65092321	65092462	142	4	0.982386468114545	0.674328259618747	0.308058208495798	11.7789432114469
chr12	132813268	132813374	107	4	0.927699687964412	0.53254753303231	0.395152154932102	11.77829901021
chr6	113145553	113145753	201	4	0.969375473601462	0.621405917360253	0.347969556241209	11.7741618284272
chr7	3783338	3783456	119	4	0.453181462230692	0.795673667791904	-0.342492205561213	-11.7739846867777
chr5	100421602	100421662	61	4	0.658501801257693	0.990465883099405	-0.331964081841713	-11.772572707181
chr9	30130106	30130313	208	4	0.886877422128004	0.513977480485945	0.372899941642059	11.7722684413542
chr5	144109930	144110098	169	4	0.259974587414264	0.681653848555161	-0.421679261140896	-11.7709977939114
chrX	35099190	35100208	1019	4	0.726857955470317	0.284645392409669	0.442212563060647	11.7705288650816
chr6	150327060	150327121	62	4	0.842007208304886	0.479721952479961	0.362285255824925	11.7703328006836
chr9	43671380	43671919	540	4	0.705338915987185	0.301847894554121	0.403491021433064	11.7650855309624
chr4	95282564	95283365	802	4	0.807577848776443	0.403529475553752	0.404048373222691	11.7645155537293
chr18	55501198	55501311	114	4	0.473547742308288	0.892157379858548	-0.41860963755026	-11.7606440256567
chr2	127389438	127389547	110	4	0.5499346056213	0.951570238804478	-0.401635633183178	-11.7589685197858
chr4	65283117	65283261	145	4	0.821848090227444	0.430742449941925	0.391105640285519	11.7586142633102
chr2	104205030	104205336	307	4	0.842681846796511	0.489410461193923	0.353271385602588	11.7581993092283
chr7	23080869	23081032	164	4	0.507376070293713	0.869128886762008	-0.361752816468294	-11.7527362227897
chr7	100073255	100073342	88	4	0.710646557776435	0.326443951958847	0.384202605817589	11.7511183855293
chr7	150447249	150447489	241	4	0.410543154225911	0.792297834561766	-0.381754680335855	-11.7508714972938
chr11	11271677	11271849	173	4	0.561977150876388	0.931660978271847	-0.369683827395459	-11.7497572582592
chr4	104928502	104929149	648	4	0.535934898190101	0.896394054080383	-0.360459155890282	-11.7494200246109
chr6	139518545	139518923	379	4	0.67186056866333	0.982724215479477	-0.310863646816147	-11.749268976156
chr2	50648273	50648489	217	5	0.572745105062436	0.215385299779272	0.357359805283165	11.7436645888868
chr5	160949707	160949909	203	4	0.637604197336829	0.235528709326588	0.402075488010241	11.7435001706834
chr1	208820252	208820435	184	4	0.573083305772621	0.964027479617239	-0.390944173844618	-11.7398087297012
chr13	73031583	73031895	313	4	0.826228067008457	0.480174493245406	0.346053573763051	11.7385057967174
chr17	51315961	51316142	182	4	0.486424574323545	0.870792406898972	-0.384367832575426	-11.7382711625964
chr7	124960605	124961272	668	4	0.33691764385584	0.689066283884587	-0.352148640028748	-11.7377924263217
chr8	139599297	139599523	227	4	0.755317261149653	0.359199806903176	0.396117454246477	11.7303147728816
chr13	89976186	89976325	140	4	0.878004803083996	0.428948067211936	0.44905673587206	11.7270554668973
chr13	72046898	72047937	1040	4	0.295592567940914	0.620509384773855	-0.324916816832942	-11.7219061746425
chr3	10840908	10841144	237	4	0.620022290003673	0.223097342523625	0.396924947480048	11.7182993867557
chr22	22874909	22875038	130	4	0.489886778310214	0.118049829242366	0.371836949067848	11.7167776245985
chr3	94795477	94795754	278	4	0.492508101314352	0.892030824887181	-0.399522723572828	-11.7158732199552
chr8	124861081	124861825	745	4	0.550062909025286	0.879913173059965	-0.329850264034678	-11.7148031239524
chr15	24518157	24518362	206	4	0.82148230788515	0.420861786619338	0.400620521265812	11.7089837238931
chr12	127390507	127390880	374	4	0.309768603101338	0.712251869123604	-0.402483266022265	-11.7081595500657
chrX	82317792	82317923	132	4	0.0781115799088544	0.500452875153447	-0.422341295244593	-11.7059521111863
chr2	89979250	89979314	65	4	0.569223282778637	0.171577265677346	0.397646017101291	11.7054549500283
chr8	14516718	14516833	116	4	0.564277059317967	0.942373725086575	-0.378096665768608	-11.7025364890931
chr2	231875432	231875603	172	4	0.817401623511317	0.425491314780805	0.391910308730512	11.7013863471362
chr17	56008696	56008779	84	4	0.906258638294804	0.581977159869245	0.324281478425559	11.7012890168948
chr1	189203637	189203948	312	4	0.455548040823122	0.875230307951576	-0.419682267128453	-11.7002691360974
chr1	207892459	207892526	68	4	0.446373110014893	0.934371664451852	-0.487998554436959	-11.6916959698075
chr11	26043823	26044728	906	4	0.819785332327952	0.416752405250012	0.403032927077939	11.690059407927
chr17	41537934	41538261	328	4	0.442412442346008	0.833775663272494	-0.391363220926486	-11.6889939053504
chr15	92178533	92178782	250	4	0.805472480697789	0.426650397069797	0.378822083627992	11.6815048420221
chr14	82577213	82577387	175	4	0.521778738382342	0.912852152032486	-0.391073413650144	-11.6770581734854
chr7	19854646	19855434	789	4	0.828021370999231	0.468322793039965	0.359698577959266	11.6673105163572
chr1	16878040	16878549	510	4	0.699159159245639	0.253415763581465	0.445743395664174	11.6648373998315
chr1	106119186	106119447	262	4	0.636119723465017	0.969435124668688	-0.333315401203671	-11.6633718954357
chr18	1113007	1114682	1676	4	0.800584909581939	0.38052339017203	0.420061519409909	11.6619689245341
chr19	30976376	30976600	225	4	0.264542365450813	0.710637611434072	-0.446095245983259	-11.6604471715422
chr1	110480779	110480858	80	4	0.354890875163507	0.759843050318858	-0.404952175155351	-11.6601219536246
chr2	80932659	80932854	196	4	0.945445145184332	0.650717350519608	0.294727794664724	11.6571255375263
chr7	54079007	54079346	340	4	0.783395572867679	0.390268990280819	0.393126582586859	11.6567653813457
chr6	125001587	125001958	372	4	0.804915999687498	0.452862796305962	0.352053203381537	11.6554277398206
chrX	67315048	67315388	341	4	0.883125253688714	0.596912651511947	0.286212602176767	11.655424490431
chr8	119501844	119502061	218	4	0.575400214228833	0.956718705532134	-0.381318491303302	-11.6544379799233
chr13	23056110	23056331	222	4	0.939981046311277	0.618870736904603	0.321110309406673	11.6542881533866
chr13	109264346	109264459	114	4	0.870293294116939	0.479561454482538	0.390731839634401	11.6504258004513
chr8	50088057	50088178	122	4	0.479153239880098	0.835685787137091	-0.356532547256992	-11.6464357755546
chr2	115128173	115130591	2419	4	0.414747645857096	0.877329817694139	-0.462582171837043	-11.6373040226516
chrX	28766350	28767361	1012	4	0.542715481358008	0.919593604409302	-0.376878123051295	-11.636915630333
chr8	110190664	110190726	63	4	0.31672239778178	0.738277915803434	-0.421555518021654	-11.6315068959706
chr2	41872616	41872818	203	4	0.533255873170153	0.879180835440944	-0.345924962270791	-11.6294203436977
chr1	40184690	40184849	160	4	0.699455755597494	0.323120181737817	0.376335573859677	11.6270756147759
chr1	208145742	208145865	124	4	0.812334189468653	0.440097478316309	0.372236711152345	11.6251608881266
chr14	42312556	42312814	259	4	0.397806638869163	0.797089798154158	-0.399283159284996	-11.6212643144652
chrX	142570130	142570416	287	4	0.28395793934211	0.64888870923288	-0.36493076989077	-11.619128762412
chr11	7280399	7280525	127	4	0.34587027663997	0.796324545786402	-0.450454269146431	-11.6188479986208
chr8	85330589	85330872	284	4	0.478978896886921	0.845160504479996	-0.366181607593075	-11.6181663804738
chr17	54799999	54800087	89	4	0.616919778130564	0.948470829267782	-0.331551051137218	-11.6180992844947
chr10	117174454	117174587	134	4	0.37186509818398	0.802963221281626	-0.431098123097647	-11.6180097943156
chr2	154807355	154807625	271	4	0.300505782005026	0.743268100908257	-0.442762318903231	-11.6178830421044
chr13	25390905	25391112	208	4	0.541245632788877	0.867224839668994	-0.325979206880118	-11.6160536334827
chr1	144172789	144172860	72	4	0.900051394492237	0.485146821006381	0.414904573485856	11.613396703499
chr11	24618953	24619165	213	4	0.111385101650797	0.512025421885454	-0.400640320234657	-11.6114024647176
chr1	241194904	241195161	258	4	0.331532264302705	0.792995824703311	-0.461463560400606	-11.609340717968
chr3	96261328	96262224	897	4	0.620018726970715	0.294931831919241	0.325086895051474	11.607157205251
chr8	129778081	129778193	113	4	0.538855364476709	0.970090726235513	-0.431235361758804	-11.6011466007195
chr4	63486754	63486899	146	4	0.510822023621449	0.907882815748224	-0.397060792126776	-11.6006968625215
chr8	109268553	109268722	170	4	0.89475211554996	0.581589539840527	0.313162575709433	11.5958749175249
chr13	39684255	39685118	864	4	0.503921390042363	0.813453618907387	-0.309532228865023	-11.5947924098351
chr3	127696299	127696579	281	4	0.911591133308514	0.571069123661418	0.340522009647095	11.59450055751
chr3	40100263	40100448	186	4	0.973335795232446	0.620796923926195	0.352538871306251	11.5918115531789
chr10	83964806	83965202	397	4	0.234797983524659	0.574368598225099	-0.33957061470044	-11.5891316102317
chr14	20075214	20075276	63	4	0.193875737369378	0.660649837065764	-0.466774099696386	-11.5888990748677
chr4	66251615	66251814	200	4	0.597510378420124	0.967716755383234	-0.370206376963111	-11.5867198385196
chr2	63006828	63007169	342	4	0.68903761147087	0.978360239884753	-0.289322628413883	-11.5862711775097
chr7	98237055	98237575	521	4	0.329199480203842	0.676490011430767	-0.347290531226925	-11.5783467217027
chr5	140271403	140272045	643	6	0.593273575540182	0.375992727128117	0.217280848412065	11.5747101395838
chr12	107005349	107005445	97	4	0.706959592860945	0.337131143154122	0.369828449706823	11.571159772594
chr1	71439293	71439630	338	4	0.540399796194865	0.887536380753439	-0.347136584558574	-11.5710658550824
chr12	48649924	48650047	124	4	0.865641787510124	0.470054876520557	0.395586910989568	11.5708173184587
chr12	11536145	11536592	448	4	0.798557383800298	0.450166447074908	0.348390936725389	11.5702922060185
chr2	104329853	104330672	820	4	0.34020720008896	0.743493661444436	-0.403286461355476	-11.5651233789328
chr3	11528734	11528803	70	4	0.339717389089781	0.72961162448099	-0.389894235391209	-11.5635992898352
chr2	239878995	239879252	258	4	0.966052733586722	0.639600207890863	0.326452525695858	11.5626160253813
chr21	20515505	20518078	2574	7	0.667679632161487	0.468062414237388	0.199617217924099	11.5562865207998
chr2	111021986	111022274	289	4	0.572059777372299	0.156978581978117	0.415081195394182	11.5562691735411
chr3	13637600	13638127	528	4	0.983618590063842	0.644230410730983	0.339388179332859	11.5548236260824
chr8	103147042	103147562	521	4	0.873007268683776	0.494187663291207	0.378819605392569	11.5535473607406
chr4	190781199	190781444	246	4	0.87905856716251	0.498713856760654	0.380344710401856	11.5521278410512
chr8	84200762	84200908	147	4	0.940990969049765	0.558156252779133	0.382834716270633	11.5461318354006
chr10	30977569	30977645	77	4	0.425893228879276	0.82040183928663	-0.394508610407354	-11.5435056672349
chr22	17144533	17144668	136	4	0.809255774687599	0.360987527770744	0.448268246916854	11.5411695766061
chrX	12936737	12936813	77	4	0.748352997773622	0.358582395602449	0.389770602171172	11.5399858049013
chr13	86940946	86941188	243	4	0.919766716060624	0.606053924612475	0.313712791448149	11.5300311581739
chr8	64171688	64171870	183	4	0.654825394921103	0.973776662778147	-0.318951267857044	-11.5298446210212
chr10	6491026	6491270	245	4	0.462766008809126	0.92535583936951	-0.462589830560384	-11.5286219479061
chr2	110730321	110730403	83	4	0.159304808112149	0.66863387635047	-0.509329068238321	-11.5273046569168
chr2	105306450	105306536	87	4	0.128226674168236	0.488163414229799	-0.359936740061563	-11.5259722200219
chrX	126893220	126893309	90	4	0.844826365076566	0.448676183853623	0.396150181222943	11.5229786863769
chr13	69858934	69858997	64	4	0.440029197133817	0.84300216321067	-0.402972966076853	-11.5221951458477
chr4	181459986	181460081	96	4	0.154743208435627	0.519985584701961	-0.365242376266334	-11.5203043616195
chr12	73576485	73576617	133	4	0.954543009558858	0.555167955906706	0.399375053652151	11.5191095701599
chr7	132843750	132843826	77	4	0.944155595943035	0.5995656883884	0.344589907554635	11.5173805443763
chr2	4981405	4981765	361	4	0.367398501214308	0.739799162012911	-0.372400660798602	-11.5170570353515
chr8	34653715	34653948	234	4	0.78538760432722	0.429285592669692	0.356102011657528	11.5156199703856
chr4	16062400	16062517	118	4	0.650061177768333	0.937980669037643	-0.28791949126931	-11.5138031008044
chr1	105668517	105668709	193	4	0.538830814852872	0.916396772709004	-0.377565957856131	-11.5131738603527
chr7	52061749	52061930	182	4	0.825035933622936	0.438478649323	0.386557284299936	11.5128418649124
chr6	67959969	67960935	967	4	0.572250976393934	0.177938169623539	0.394312806770395	11.5125010430963
chr5	170545199	170545403	205	4	0.904064420729782	0.523093306524173	0.380971114205609	11.5066221552145
chrX	119052723	119053137	415	4	0.725461363284091	0.321028479821754	0.404432883462337	11.505342703392
chr11	85110338	85110555	218	4	0.315780065050901	0.710560176584574	-0.394780111533673	-11.503836889874
chr5	163174557	163175496	940	4	0.246406930143274	0.678708443403102	-0.432301513259828	-11.5009347239699
chr6	117621356	117621665	310	7	0.818174994086834	0.597330823681017	0.220844170405817	11.4996282461713
chr8	138252669	138252974	306	4	0.0979868751891602	0.475263629237445	-0.377276754048284	-11.4972496156333
chr11	121493154	121493327	174	4	0.858854830302354	0.500903959923234	0.35795087037912	11.4957388603335
chr6	11333664	11333811	148	4	0.976005719027414	0.711452813448797	0.264552905578617	11.485047329393
chr6	26258331	26258400	70	4	0.813505692795946	0.364217848152906	0.44928784464304	11.4843440409559
chr6	12466180	12466804	625	4	0.656195132961441	0.977776183905147	-0.321581050943706	-11.4839140852273
chrX	21616768	21617288	521	4	0.610510531422031	0.947034894142729	-0.336524362720698	-11.4835894324233
chrX	90475270	90477342	2073	8	0.381115257445574	0.559963010414274	-0.1788477529687	-11.4771939359764
chrX	150969335	150969635	301	4	0.519035428739775	0.872343832679914	-0.353308403940139	-11.474756759578
chr13	84544376	84544567	192	4	0.303122077432277	0.706700803244296	-0.403578725812019	-11.47264396666
chr12	130298140	130298394	255	4	0.6320236829009	0.235071397741722	0.396952285159178	11.470090706962
chr7	5195352	5195444	93	4	0.899592733142877	0.531320467265939	0.368272265876938	11.4646599092512
chr1	216547625	216548298	674	4	0.565226390511791	0.896231015363771	-0.33100462485198	-11.4634570252283
chr14	76747260	76747461	202	4	0.961036785421989	0.660336258180763	0.300700527241225	11.458509836805
chr5	20504535	20504620	86	4	0.315791900289043	0.813415720400719	-0.497623820111676	-11.4525844626935
chr2	77015388	77015590	203	4	0.298328108962628	0.684400299300968	-0.38607219033834	-11.4497604435069
chr6	39304545	39304619	75	4	0.529184576950281	0.160946992374877	0.368237584575404	11.4492314287247
chr7	108010442	108010772	331	4	0.493550421698515	0.89564984260071	-0.402099420902195	-11.4459971126777
chr9	73929818	73931193	1376	4	0.895756490657424	0.509664000184487	0.386092490472936	11.4418777298489
chr3	78318277	78318502	226	4	0.867131853354262	0.524708558115727	0.342423295238535	11.4375472004663
chr2	60028935	60028992	58	4	0.486559756192732	0.781701214029693	-0.29514145783696	-11.4372824483405
chr13	88285467	88285689	223	4	0.916268602527143	0.560301527159383	0.355967075367759	11.4370179944378
chr4	131756935	131757064	130	4	0.579785909143496	0.939307974259993	-0.359522065116497	-11.4368314165696
chr12	83995666	83995894	229	4	0.658628644578193	0.976906433617985	-0.318277789039792	-11.433473781537
chr1	142885958	142886039	82	4	0.459218566774436	0.91834881364308	-0.459130246868644	-11.4311506643356
chr4	180314011	180314156	146	4	0.443118496745322	0.856241044563339	-0.413122547818017	-11.4309926074095
chr4	64558379	64559146	768	4	0.813712115791557	0.436842017247097	0.37687009854446	11.4260630678185
chr4	65706093	65706552	460	4	0.753504310784369	0.391872242659333	0.361632068125036	11.4223359793486
chr4	43003012	43003214	203	4	0.538348879212405	0.843961162552187	-0.305612283339782	-11.4212090467505
